fecha,zona,lluvia_madrugada,lluvia_mannana,lluvia_tarde,lluvia_noche,trafico_pesado,medio_transporte
2024-01-05,wrfmedCentro,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-01-05,wrflaestrella,MEDIA,BAJA,BAJA,BAJA,True,CARRO
2024-01-05,wrfitagui,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-01-05,wrfgirardota,MEDIA,BAJA,BAJA,BAJA,False,MOTO
2024-01-05,wrfenvigado,BAJA,BAJA,BAJA,ALTA,False,MOTO
2024-01-05,wrfcopacabana,MEDIA,BAJA,BAJA,MEDIA,True,MOTO
2024-01-05,wrfcaldas,MEDIA,BAJA,BAJA,MEDIA,False,CARRO
2024-01-05,wrfbello,BAJA,MEDIA,BAJA,MEDIA,False,MOTO
2024-01-05,wrfbarbosa,ALTA,MEDIA,MEDIA,ALTA,False,CARRO
2024-01-06,wrfsabaneta,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-01-06,wrfpalmitas,MEDIA,BAJA,MEDIA,BAJA,False,CARRO
2024-01-06,wrfmedOriente,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-01-06,wrfmedOccidente,BAJA,MEDIA,MEDIA,BAJA,False,CARRO
2024-01-06,wrfmedCentro,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-01-06,wrflaestrella,MEDIA,BAJA,ALTA,BAJA,False,CARRO
2024-01-06,wrfitagui,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-01-06,wrfgirardota,MEDIA,BAJA,BAJA,ALTA,False,MOTO
2024-01-06,wrfenvigado,BAJA,BAJA,MEDIA,BAJA,False,CARRO
2024-01-06,wrfcopacabana,MEDIA,BAJA,BAJA,MEDIA,True,CARRO
2024-01-06,wrfcaldas,BAJA,BAJA,BAJA,ALTA,True,MOTO
2024-01-06,wrfbello,MEDIA,MEDIA,ALTA,MEDIA,False,CARRO
2024-01-06,wrfbarbosa,MEDIA,MEDIA,MEDIA,BAJA,True,MOTO
2024-01-07,wrfsabaneta,MEDIA,BAJA,BAJA,ALTA,True,MOTO
2024-01-07,wrfpalmitas,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-01-07,wrfmedOriente,BAJA,MEDIA,MEDIA,MEDIA,True,MOTO
2024-01-07,wrfmedOccidente,MEDIA,MEDIA,MEDIA,BAJA,True,MOTO
2024-01-07,wrfmedCentro,ALTA,MEDIA,MEDIA,BAJA,False,MOTO
2024-01-07,wrflaestrella,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-01-07,wrfitagui,BAJA,BAJA,BAJA,ALTA,True,MOTO
2024-01-07,wrfgirardota,MEDIA,MEDIA,BAJA,BAJA,False,CARRO
2024-01-07,wrfenvigado,MEDIA,BAJA,BAJA,MEDIA,False,CARRO
2024-01-07,wrfcopacabana,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-01-07,wrfcaldas,BAJA,MEDIA,MEDIA,MEDIA,False,MOTO
2024-01-07,wrfbello,MEDIA,MEDIA,BAJA,BAJA,False,MOTO
2024-01-07,wrfbarbosa,BAJA,MEDIA,BAJA,MEDIA,True,MOTO
2024-01-08,wrfsabaneta,MEDIA,BAJA,MEDIA,BAJA,True,MOTO
2024-01-08,wrfpalmitas,ALTA,BAJA,MEDIA,ALTA,False,CARRO
2024-01-08,wrfmedOriente,BAJA,BAJA,BAJA,MEDIA,True,CARRO
2024-01-08,wrfmedOccidente,BAJA,BAJA,MEDIA,ALTA,False,CARRO
2024-01-08,wrfmedCentro,BAJA,MEDIA,MEDIA,BAJA,True,MOTO
2024-01-08,wrflaestrella,BAJA,BAJA,BAJA,ALTA,False,CARRO
2024-01-08,wrfitagui,BAJA,ALTA,ALTA,BAJA,False,CARRO
2024-01-08,wrfgirardota,BAJA,MEDIA,ALTA,MEDIA,False,CARRO
2024-01-08,wrfenvigado,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-01-08,wrfcopacabana,BAJA,MEDIA,BAJA,MEDIA,False,MOTO
2024-01-08,wrfcaldas,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-01-08,wrfbello,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-01-08,wrfbarbosa,MEDIA,BAJA,MEDIA,BAJA,True,MOTO
2024-01-09,wrfsabaneta,MEDIA,BAJA,MEDIA,MEDIA,True,MOTO
2024-01-09,wrfpalmitas,BAJA,BAJA,BAJA,MEDIA,True,MOTO
2024-01-09,wrfmedOriente,MEDIA,MEDIA,BAJA,ALTA,False,CARRO
2024-01-09,wrfmedOccidente,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-01-09,wrfmedCentro,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-01-09,wrflaestrella,BAJA,BAJA,BAJA,BAJA,False,CARRO
2024-01-09,wrfitagui,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-01-09,wrfgirardota,MEDIA,BAJA,MEDIA,MEDIA,True,MOTO
2024-01-09,wrfenvigado,BAJA,BAJA,BAJA,ALTA,False,CARRO
2024-01-09,wrfcopacabana,BAJA,MEDIA,MEDIA,MEDIA,True,MOTO
2024-01-09,wrfcaldas,BAJA,BAJA,ALTA,MEDIA,True,MOTO
2024-01-09,wrfbello,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-01-09,wrfbarbosa,MEDIA,BAJA,BAJA,MEDIA,False,CARRO
2024-01-10,wrfsabaneta,BAJA,MEDIA,MEDIA,BAJA,False,MOTO
2024-01-10,wrfpalmitas,BAJA,BAJA,BAJA,ALTA,True,CARRO
2024-01-10,wrfmedOriente,MEDIA,BAJA,MEDIA,BAJA,True,MOTO
2024-01-10,wrfmedOccidente,MEDIA,MEDIA,MEDIA,BAJA,False,CARRO
2024-01-10,wrfmedCentro,BAJA,ALTA,BAJA,ALTA,False,CARRO
2024-01-10,wrflaestrella,MEDIA,MEDIA,MEDIA,BAJA,True,CARRO
2024-01-10,wrfitagui,MEDIA,BAJA,ALTA,MEDIA,False,CARRO
2024-01-10,wrfgirardota,ALTA,MEDIA,BAJA,BAJA,True,MOTO
2024-01-10,wrfenvigado,BAJA,BAJA,BAJA,BAJA,False,CARRO
2024-01-10,wrfcopacabana,ALTA,BAJA,BAJA,ALTA,True,MOTO
2024-01-10,wrfcaldas,BAJA,MEDIA,MEDIA,BAJA,True,MOTO
2024-01-10,wrfbello,ALTA,MEDIA,MEDIA,ALTA,False,CARRO
2024-01-10,wrfbarbosa,ALTA,MEDIA,BAJA,MEDIA,True,MOTO
2024-01-11,wrfsabaneta,ALTA,BAJA,MEDIA,MEDIA,True,MOTO
2024-01-11,wrfpalmitas,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-01-11,wrfmedOriente,MEDIA,BAJA,BAJA,MEDIA,False,CARRO
2024-01-11,wrfmedOccidente,MEDIA,BAJA,MEDIA,MEDIA,True,MOTO
2024-01-11,wrfmedCentro,MEDIA,MEDIA,MEDIA,MEDIA,True,CARRO
2024-01-11,wrflaestrella,ALTA,ALTA,BAJA,ALTA,True,MOTO
2024-01-11,wrfitagui,BAJA,BAJA,MEDIA,MEDIA,True,MOTO
2024-01-11,wrfgirardota,BAJA,MEDIA,BAJA,BAJA,False,MOTO
2024-01-11,wrfenvigado,ALTA,BAJA,BAJA,BAJA,False,MOTO
2024-01-11,wrfcopacabana,BAJA,BAJA,BAJA,MEDIA,False,MOTO
2024-01-11,wrfcaldas,ALTA,BAJA,BAJA,BAJA,False,CARRO
2024-01-11,wrfbello,BAJA,BAJA,MEDIA,MEDIA,True,MOTO
2024-01-11,wrfbarbosa,BAJA,MEDIA,MEDIA,MEDIA,True,MOTO
2024-01-12,wrfsabaneta,BAJA,BAJA,ALTA,MEDIA,False,CARRO
2024-01-12,wrfpalmitas,BAJA,BAJA,ALTA,BAJA,False,CARRO
2024-01-12,wrfmedOriente,BAJA,ALTA,MEDIA,BAJA,False,MOTO
2024-01-12,wrfmedOccidente,BAJA,BAJA,BAJA,MEDIA,False,MOTO
2024-01-12,wrfmedCentro,ALTA,BAJA,ALTA,BAJA,True,MOTO
2024-01-12,wrflaestrella,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-01-12,wrfitagui,BAJA,BAJA,MEDIA,MEDIA,True,MOTO
2024-01-12,wrfgirardota,ALTA,BAJA,BAJA,BAJA,True,MOTO
2024-01-12,wrfenvigado,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-01-12,wrfcopacabana,MEDIA,BAJA,ALTA,BAJA,True,MOTO
2024-01-12,wrfcaldas,ALTA,BAJA,BAJA,ALTA,True,MOTO
2024-01-12,wrfbello,MEDIA,BAJA,MEDIA,MEDIA,False,CARRO
2024-01-12,wrfbarbosa,BAJA,BAJA,ALTA,BAJA,True,MOTO
2024-01-13,wrfsabaneta,MEDIA,BAJA,ALTA,BAJA,True,MOTO
2024-01-13,wrfpalmitas,BAJA,ALTA,MEDIA,MEDIA,False,CARRO
2024-01-13,wrfmedOriente,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-01-13,wrfmedOccidente,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-01-13,wrfmedCentro,BAJA,MEDIA,MEDIA,BAJA,True,CARRO
2024-01-13,wrflaestrella,ALTA,BAJA,BAJA,BAJA,True,MOTO
2024-01-13,wrfitagui,BAJA,BAJA,BAJA,ALTA,False,CARRO
2024-01-13,wrfgirardota,MEDIA,BAJA,MEDIA,MEDIA,False,MOTO
2024-01-13,wrfenvigado,BAJA,MEDIA,MEDIA,BAJA,True,MOTO
2024-01-13,wrfcopacabana,BAJA,MEDIA,BAJA,BAJA,False,CARRO
2024-01-13,wrfcaldas,BAJA,BAJA,MEDIA,BAJA,False,MOTO
2024-01-13,wrfbello,BAJA,BAJA,MEDIA,MEDIA,False,CARRO
2024-01-13,wrfbarbosa,BAJA,MEDIA,BAJA,BAJA,True,MOTO
2024-01-14,wrfsabaneta,MEDIA,BAJA,MEDIA,BAJA,True,MOTO
2024-01-14,wrfpalmitas,MEDIA,BAJA,ALTA,ALTA,True,MOTO
2024-01-14,wrfmedOriente,BAJA,MEDIA,MEDIA,BAJA,True,MOTO
2024-01-14,wrfmedOccidente,BAJA,BAJA,BAJA,BAJA,True,CARRO
2024-01-14,wrfmedCentro,MEDIA,BAJA,BAJA,BAJA,False,CARRO
2024-01-14,wrflaestrella,ALTA,MEDIA,BAJA,BAJA,False,MOTO
2024-01-14,wrfitagui,MEDIA,MEDIA,BAJA,BAJA,True,CARRO
2024-01-14,wrfgirardota,BAJA,BAJA,MEDIA,MEDIA,True,MOTO
2024-01-14,wrfenvigado,MEDIA,BAJA,MEDIA,BAJA,True,CARRO
2024-01-14,wrfcopacabana,BAJA,MEDIA,BAJA,BAJA,False,MOTO
2024-01-14,wrfcaldas,MEDIA,BAJA,BAJA,BAJA,False,CARRO
2024-01-14,wrfbello,BAJA,ALTA,ALTA,BAJA,True,MOTO
2024-01-14,wrfbarbosa,ALTA,MEDIA,MEDIA,ALTA,True,MOTO
2024-01-15,wrfsabaneta,ALTA,BAJA,MEDIA,BAJA,False,CARRO
2024-01-15,wrfpalmitas,BAJA,ALTA,BAJA,MEDIA,True,MOTO
2024-01-15,wrfmedOriente,ALTA,MEDIA,BAJA,BAJA,True,MOTO
2024-01-15,wrfmedOccidente,MEDIA,BAJA,BAJA,BAJA,False,CARRO
2024-01-15,wrfmedCentro,MEDIA,ALTA,BAJA,MEDIA,False,MOTO
2024-01-15,wrflaestrella,MEDIA,BAJA,MEDIA,MEDIA,False,MOTO
2024-01-15,wrfitagui,BAJA,ALTA,BAJA,BAJA,True,MOTO
2024-01-15,wrfgirardota,BAJA,MEDIA,BAJA,MEDIA,True,MOTO
2024-01-15,wrfenvigado,BAJA,ALTA,BAJA,MEDIA,False,MOTO
2024-01-15,wrfcopacabana,BAJA,MEDIA,BAJA,MEDIA,True,MOTO
2024-01-15,wrfcaldas,BAJA,BAJA,MEDIA,ALTA,True,CARRO
2024-01-15,wrfbello,MEDIA,BAJA,MEDIA,BAJA,True,CARRO
2024-01-15,wrfbarbosa,ALTA,MEDIA,BAJA,MEDIA,False,MOTO
2024-01-16,wrfsabaneta,BAJA,BAJA,BAJA,MEDIA,True,MOTO
2024-01-16,wrfpalmitas,MEDIA,BAJA,BAJA,MEDIA,True,CARRO
2024-01-16,wrfmedOriente,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-01-16,wrfmedOccidente,BAJA,BAJA,BAJA,MEDIA,True,MOTO
2024-01-16,wrfmedCentro,MEDIA,MEDIA,BAJA,BAJA,True,MOTO
2024-01-16,wrflaestrella,BAJA,BAJA,ALTA,BAJA,False,CARRO
2024-01-16,wrfitagui,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-01-16,wrfgirardota,MEDIA,MEDIA,BAJA,BAJA,True,MOTO
2024-01-16,wrfenvigado,MEDIA,MEDIA,BAJA,BAJA,False,CARRO
2024-01-16,wrfcopacabana,BAJA,MEDIA,MEDIA,BAJA,True,MOTO
2024-01-16,wrfcaldas,ALTA,BAJA,BAJA,BAJA,False,CARRO
2024-01-16,wrfbello,BAJA,BAJA,MEDIA,BAJA,False,CARRO
2024-01-16,wrfbarbosa,MEDIA,BAJA,BAJA,BAJA,False,CARRO
2024-01-17,wrfsabaneta,ALTA,BAJA,MEDIA,BAJA,True,MOTO
2024-01-17,wrfpalmitas,BAJA,MEDIA,BAJA,ALTA,False,CARRO
2024-01-17,wrfmedOriente,ALTA,MEDIA,MEDIA,BAJA,True,MOTO
2024-01-17,wrfmedOccidente,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-01-17,wrfmedCentro,ALTA,BAJA,BAJA,ALTA,True,MOTO
2024-01-17,wrflaestrella,BAJA,BAJA,BAJA,BAJA,False,CARRO
2024-01-17,wrfitagui,MEDIA,BAJA,BAJA,ALTA,False,CARRO
2024-01-17,wrfgirardota,ALTA,BAJA,BAJA,BAJA,False,CARRO
2024-01-17,wrfenvigado,BAJA,BAJA,BAJA,MEDIA,False,CARRO
2024-01-17,wrfcopacabana,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-01-17,wrfcaldas,MEDIA,ALTA,MEDIA,BAJA,True,MOTO
2024-01-17,wrfbello,BAJA,MEDIA,BAJA,ALTA,False,CARRO
2024-01-17,wrfbarbosa,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-01-18,wrfsabaneta,BAJA,BAJA,BAJA,MEDIA,True,MOTO
2024-01-18,wrfpalmitas,BAJA,ALTA,BAJA,BAJA,False,MOTO
2024-01-18,wrfmedOriente,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-01-18,wrfmedOccidente,ALTA,BAJA,MEDIA,BAJA,False,CARRO
2024-01-18,wrfmedCentro,MEDIA,BAJA,MEDIA,ALTA,False,CARRO
2024-01-18,wrflaestrella,MEDIA,MEDIA,BAJA,ALTA,False,CARRO
2024-01-18,wrfitagui,BAJA,BAJA,BAJA,ALTA,True,MOTO
2024-01-18,wrfgirardota,MEDIA,BAJA,MEDIA,BAJA,False,CARRO
2024-01-18,wrfenvigado,BAJA,MEDIA,BAJA,MEDIA,True,MOTO
2024-01-18,wrfcopacabana,BAJA,MEDIA,BAJA,ALTA,False,CARRO
2024-01-18,wrfcaldas,MEDIA,BAJA,MEDIA,MEDIA,True,MOTO
2024-01-18,wrfbello,ALTA,BAJA,BAJA,BAJA,True,MOTO
2024-01-18,wrfbarbosa,ALTA,BAJA,BAJA,BAJA,False,MOTO
2024-01-19,wrfsabaneta,BAJA,MEDIA,MEDIA,BAJA,False,CARRO
2024-01-19,wrfpalmitas,ALTA,BAJA,BAJA,MEDIA,True,MOTO
2024-01-19,wrfmedOriente,MEDIA,BAJA,BAJA,MEDIA,True,MOTO
2024-01-19,wrfmedOccidente,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-01-19,wrfmedCentro,ALTA,BAJA,MEDIA,MEDIA,False,MOTO
2024-01-19,wrflaestrella,MEDIA,BAJA,MEDIA,ALTA,False,MOTO
2024-01-19,wrfitagui,MEDIA,MEDIA,MEDIA,MEDIA,False,CARRO
2024-01-19,wrfgirardota,BAJA,MEDIA,BAJA,ALTA,False,MOTO
2024-01-19,wrfenvigado,MEDIA,BAJA,MEDIA,BAJA,True,CARRO
2024-01-19,wrfcopacabana,MEDIA,BAJA,MEDIA,ALTA,True,MOTO
2024-01-19,wrfcaldas,BAJA,BAJA,BAJA,BAJA,False,CARRO
2024-01-19,wrfbello,BAJA,MEDIA,ALTA,ALTA,True,MOTO
2024-01-19,wrfbarbosa,MEDIA,MEDIA,ALTA,ALTA,False,MOTO
2024-01-20,wrfsabaneta,MEDIA,BAJA,ALTA,MEDIA,False,CARRO
2024-01-20,wrfpalmitas,ALTA,BAJA,BAJA,ALTA,True,MOTO
2024-01-20,wrfmedOriente,BAJA,MEDIA,MEDIA,BAJA,False,MOTO
2024-01-20,wrfmedOccidente,MEDIA,MEDIA,BAJA,ALTA,True,MOTO
2024-01-20,wrfmedCentro,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-01-20,wrflaestrella,MEDIA,BAJA,BAJA,MEDIA,False,MOTO
2024-01-20,wrfitagui,BAJA,MEDIA,BAJA,BAJA,False,MOTO
2024-01-20,wrfgirardota,BAJA,MEDIA,BAJA,MEDIA,False,CARRO
2024-01-20,wrfenvigado,MEDIA,BAJA,BAJA,BAJA,False,MOTO
2024-01-20,wrfcopacabana,MEDIA,BAJA,BAJA,BAJA,True,CARRO
2024-01-20,wrfcaldas,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-01-20,wrfbello,MEDIA,BAJA,BAJA,MEDIA,False,CARRO
2024-01-20,wrfbarbosa,MEDIA,MEDIA,BAJA,BAJA,True,MOTO
2024-01-21,wrfsabaneta,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-01-21,wrfpalmitas,ALTA,BAJA,BAJA,BAJA,False,CARRO
2024-01-21,wrfmedOriente,MEDIA,MEDIA,BAJA,MEDIA,False,MOTO
2024-01-21,wrfmedOccidente,MEDIA,BAJA,MEDIA,BAJA,False,MOTO
2024-01-21,wrfmedCentro,MEDIA,MEDIA,BAJA,BAJA,False,CARRO
2024-01-21,wrflaestrella,MEDIA,BAJA,MEDIA,MEDIA,False,CARRO
2024-01-21,wrfitagui,MEDIA,BAJA,BAJA,MEDIA,True,CARRO
2024-01-21,wrfgirardota,BAJA,BAJA,BAJA,ALTA,True,MOTO
2024-01-21,wrfenvigado,BAJA,BAJA,BAJA,MEDIA,True,MOTO
2024-01-21,wrfcopacabana,BAJA,BAJA,ALTA,ALTA,False,CARRO
2024-01-21,wrfcaldas,MEDIA,MEDIA,MEDIA,BAJA,True,CARRO
2024-01-21,wrfbello,BAJA,MEDIA,BAJA,MEDIA,False,MOTO
2024-01-21,wrfbarbosa,BAJA,BAJA,BAJA,MEDIA,True,MOTO
2024-01-22,wrfsabaneta,MEDIA,BAJA,BAJA,MEDIA,False,CARRO
2024-01-22,wrfpalmitas,BAJA,MEDIA,ALTA,MEDIA,False,CARRO
2024-01-22,wrfmedOriente,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-01-22,wrfmedOccidente,MEDIA,BAJA,BAJA,MEDIA,False,CARRO
2024-01-22,wrfmedCentro,BAJA,BAJA,BAJA,ALTA,False,MOTO
2024-01-22,wrflaestrella,BAJA,MEDIA,BAJA,BAJA,False,MOTO
2024-01-22,wrfitagui,ALTA,MEDIA,MEDIA,BAJA,True,MOTO
2024-01-22,wrfgirardota,BAJA,BAJA,BAJA,MEDIA,False,MOTO
2024-01-22,wrfenvigado,ALTA,ALTA,BAJA,BAJA,True,MOTO
2024-01-22,wrfcopacabana,MEDIA,ALTA,BAJA,MEDIA,True,MOTO
2024-01-22,wrfcaldas,MEDIA,BAJA,MEDIA,BAJA,False,MOTO
2024-01-22,wrfbello,MEDIA,BAJA,BAJA,BAJA,False,MOTO
2024-01-22,wrfbarbosa,BAJA,BAJA,MEDIA,MEDIA,True,MOTO
2024-01-23,wrfsabaneta,BAJA,ALTA,BAJA,MEDIA,True,MOTO
2024-01-23,wrfpalmitas,BAJA,BAJA,BAJA,MEDIA,True,MOTO
2024-01-23,wrfmedOriente,BAJA,BAJA,BAJA,MEDIA,False,CARRO
2024-01-23,wrfmedOccidente,MEDIA,ALTA,BAJA,ALTA,True,CARRO
2024-01-23,wrfmedCentro,MEDIA,BAJA,ALTA,MEDIA,False,CARRO
2024-01-23,wrflaestrella,MEDIA,MEDIA,BAJA,ALTA,True,MOTO
2024-01-23,wrfitagui,BAJA,MEDIA,BAJA,ALTA,True,MOTO
2024-01-23,wrfgirardota,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-01-23,wrfenvigado,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-01-23,wrfcopacabana,ALTA,BAJA,BAJA,MEDIA,False,CARRO
2024-01-23,wrfcaldas,ALTA,BAJA,BAJA,BAJA,True,MOTO
2024-01-23,wrfbello,MEDIA,MEDIA,MEDIA,MEDIA,True,MOTO
2024-01-23,wrfbarbosa,MEDIA,BAJA,MEDIA,BAJA,True,MOTO
2024-01-24,wrfsabaneta,MEDIA,MEDIA,BAJA,MEDIA,True,MOTO
2024-01-24,wrfpalmitas,ALTA,BAJA,MEDIA,MEDIA,False,MOTO
2024-01-24,wrfmedOriente,BAJA,BAJA,BAJA,ALTA,True,MOTO
2024-01-24,wrfmedOccidente,ALTA,BAJA,BAJA,MEDIA,True,MOTO
2024-01-24,wrfmedCentro,ALTA,ALTA,BAJA,MEDIA,True,MOTO
2024-01-24,wrflaestrella,MEDIA,BAJA,MEDIA,BAJA,False,MOTO
2024-01-24,wrfitagui,ALTA,BAJA,ALTA,MEDIA,True,MOTO
2024-01-24,wrfgirardota,ALTA,MEDIA,BAJA,MEDIA,False,MOTO
2024-01-24,wrfenvigado,MEDIA,MEDIA,BAJA,BAJA,True,MOTO
2024-01-24,wrfcopacabana,BAJA,MEDIA,ALTA,ALTA,True,MOTO
2024-01-24,wrfcaldas,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-01-24,wrfbello,BAJA,MEDIA,MEDIA,MEDIA,False,CARRO
2024-01-24,wrfbarbosa,BAJA,BAJA,BAJA,MEDIA,False,MOTO
2024-01-25,wrfsabaneta,MEDIA,MEDIA,BAJA,BAJA,True,CARRO
2024-01-25,wrfpalmitas,ALTA,BAJA,MEDIA,MEDIA,True,MOTO
2024-01-25,wrfmedOriente,BAJA,MEDIA,MEDIA,BAJA,False,CARRO
2024-01-25,wrfmedOccidente,MEDIA,BAJA,BAJA,MEDIA,True,MOTO
2024-01-25,wrfmedCentro,ALTA,BAJA,ALTA,BAJA,False,CARRO
